DBN,School Name,Enrollment,Supportive Environment Rating,Student Achievement Rating,Interesting and challenging curriculum,Effective teaching and learning,Effective school assessment,Clear communication - high expectations,Teacher collaboration,"Safety, inclusivity, social-emotional growth",Resource allocation and management,"Identifying, tracking, and meeting goals",Thoughtful teacher development and evaluation,School decision evaluation and adjustment,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Principal experience at this school,Percent of teachers with 3+ years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Strong Family-Community Ties Score,Trust Score,Borough,District
29Q134,P.S. 134 Hollis,354,2,2,2,2,3,3,3,3,3,3,3,3,0.11900000000000001,0.215,0.102,0.728,0.136,0.672,0.037000000000000005,0.7909999999999999,0.15,0.006,0.8,1.0,0.914,0.284,0.955,2.61,3.06,2.46,3.54,2.71,Queens,29Q
29Q135,The Bellaire School,888,2,2,3,3,3,3,3,4,4,3,3,3,0.14800000000000002,0.171,0.08,0.622,0.055,0.563,0.349,0.28600000000000003,0.187,0.040999999999999995,3.3,0.897,0.935,0.191,0.9470000000000001,2.84,3.64,3.29,3.47,3.26,Queens,29Q
29Q136,P.S. 136 Roy Wilkins,577,2,2,4,3,3,4,4,3,4,3,3,3,0.064,0.163,0.081,0.6829999999999999,0.11800000000000001,0.638,0.017,0.851,0.095,0.017,11.4,0.7709999999999999,0.912,0.317,0.972,3.46,3.68,3.82,3.72,3.08,Queens,29Q
29Q138,P.S./M.S. 138 Sunrise,713,3,3,3,4,3,3,3,4,4,3,4,3,0.055,0.198,0.114,0.629,0.084,0.578,0.024,0.818,0.107,0.028999999999999998,7.2,0.8909999999999999,0.922,0.24100000000000002,0.958,3.94,3.98,3.79,3.98,3.94,Queens,29Q
29Q147,P.S./M.S. 147 Ronald McNair,576,3,1,3,3,3,3,3,3,3,3,3,3,0.054000000000000006,0.196,0.09699999999999999,0.5710000000000001,0.10099999999999999,0.521,0.023,0.8909999999999999,0.063,0.01,1.9,0.909,0.9279999999999999,0.23,0.965,3.78,3.64,3.71,3.77,3.19,Queens,29Q
29Q156,P.S. 156 Laurelton,242,2,1,3,2,3,4,3,3,3,3,3,3,0.040999999999999995,0.136,0.083,0.655,0.10300000000000001,0.612,0.028999999999999998,0.897,0.054000000000000006,0.008,4.4,1.0,0.9,0.38,0.961,3.76,3.65,3.27,4.01,3.37,Queens,29Q
29Q176,P.S. 176 Cambria Heights,669,3,2,3,3,4,3,3,4,4,4,4,4,0.009000000000000001,0.10300000000000001,0.024,0.434,0.031,0.392,0.054000000000000006,0.7290000000000001,0.054000000000000006,0.004,16.0,0.8370000000000001,0.945,0.156,0.9570000000000001,3.47,3.66,3.91,3.86,3.66,Queens,29Q
29Q181,P.S. 181 Brookfield,307,3,3,3,3,3,4,3,4,4,4,4,4,0.036000000000000004,0.29600000000000004,0.156,0.6509999999999999,0.111,0.593,0.023,0.795,0.124,0.0,5.9,0.914,0.927,0.23800000000000002,0.953,2.89,2.94,3.24,3.64,2.72,Queens,29Q
29Q192,I.S. 192 The Linden,486,4,2,3,3,3,3,3,3,4,3,3,3,0.084,0.218,0.08199999999999999,0.613,0.12300000000000001,0.5429999999999999,0.037000000000000005,0.784,0.099,0.012,16.0,0.938,0.946,0.122,0.96,3.72,3.91,3.76,4.52,4.25,Queens,29Q
29Q195,P.S. 195 William Haberle,510,2,1,3,2,3,3,3,3,3,3,3,3,0.024,0.18600000000000003,0.106,0.5710000000000001,0.124,0.51,0.012,0.9159999999999999,0.057,0.004,15.9,1.0,0.9209999999999999,0.256,0.951,3.85,3.79,3.31,4.55,4.16,Queens,29Q
29Q208,P.S./I.S. 208,707,3,2,3,4,4,3,4,4,4,4,4,4,0.004,0.192,0.062,0.33299999999999996,0.013999999999999999,0.253,0.078,0.7440000000000001,0.133,0.011000000000000001,14.9,0.836,0.955,0.084,0.961,4.34,3.53,4.2,3.83,3.46,Queens,29Q
29Q238,I.S. 238 - Susan B. Anthony Academy,1404,2,2,3,3,3,4,3,3,3,3,3,3,0.16699999999999998,0.132,0.038,0.741,0.184,0.653,0.287,0.366,0.281,0.021,6.7,0.75,0.91,0.313,0.9640000000000001,3.06,3.36,3.16,2.81,2.81,Queens,29Q
29Q251,P.S. 251 Queens,312,3,2,3,3,3,3,2,4,3,3,4,3,0.006,0.244,0.096,0.562,0.109,0.48700000000000004,0.061,0.83,0.077,0.013000000000000001,1.8,0.778,0.9420000000000001,0.158,0.9470000000000001,3.78,3.64,3.71,3.77,3.54,Queens,29Q
29Q259,Pathways College Preparatory School: A College Boa,231,3,2,3,2,3,3,3,4,4,4,4,4,0.004,0.14300000000000002,0.022000000000000002,0.518,0.087,0.446,0.065,0.831,0.065,0.004,1.8,0.816,0.9570000000000001,0.096,0.968,3.06,3.03,2.92,3.87,3.51,Queens,29Q
29Q268,P.S./I.S. 268,632,3,2,4,3,3,4,3,4,4,3,3,3,0.165,0.141,0.054000000000000006,0.708,0.051,0.639,0.28,0.285,0.321,0.021,13.8,0.7759999999999999,0.934,0.20800000000000002,0.97,3.66,3.87,4.09,3.94,3.57,Queens,29Q
29Q270,The Gordon Parks School,735,3,2,3,3,3,3,3,3,3,3,3,3,0.004,0.166,0.045,0.414,0.03,0.355,0.005,0.963,0.018000000000000002,0.0,6.2,0.898,0.948,0.124,0.9620000000000001,3.78,3.64,3.71,3.77,3.33,Queens,29Q
29Q283,Preparatory Academy for Writers: A College Board S,182,3,3,4,3,4,4,4,4,4,4,4,4,0.016,0.159,0.033,0.5489999999999999,0.121,0.456,0.016,0.912,0.06,0.0,8.9,0.848,0.9520000000000001,0.14800000000000002,0.9690000000000001,4.28,3.51,4.25,3.89,3.14,Queens,29Q
29Q289,Queens United Middle School,204,2,1,4,3,4,3,4,3,4,3,4,3,0.025,0.196,0.069,0.544,0.113,0.466,0.0,0.882,0.054000000000000006,0.01,5.0,0.47100000000000003,0.929,0.20800000000000002,0.9420000000000001,4.33,3.88,4.28,2.61,3.31,Queens,29Q
29Q295,P.S./I.S. 295,478,3,3,3,3,3,4,3,4,4,4,4,4,0.098,0.182,0.09,0.609,0.109,0.531,0.37200000000000005,0.24100000000000002,0.285,0.036000000000000004,6.8,0.805,0.948,0.17600000000000002,0.9309999999999999,3.49,2.14,3.5,3.44,2.98,Queens,29Q
29Q327,Eagle Academy for Young Men III,233,2,2,3,3,3,3,2,3,3,3,3,3,0.013000000000000001,0.253,0.069,0.604,0.099,0.536,0.013000000000000001,0.9229999999999999,0.026000000000000002,0.004,0.8,0.848,0.9440000000000001,0.13,0.966,3.78,3.64,3.71,3.77,3.17,Queens,29Q
29Q355,Collaborative Arts Middle School,305,3,2,3,2,3,4,3,3,3,3,4,3,0.046,0.259,0.111,0.643,0.174,0.5670000000000001,0.016,0.852,0.095,0.003,7.0,0.769,0.93,0.231,0.966,3.78,3.64,3.71,3.77,3.75,Queens,29Q
29Q356,Community Voices Middle School,302,2,3,3,2,3,3,3,3,2,2,3,2,0.055999999999999994,0.272,0.132,0.684,0.152,0.619,0.017,0.8640000000000001,0.096,0.006999999999999999,1.5,0.826,0.907,0.345,0.982,3.53,2.68,2.97,3.33,3.73,Queens,29Q
30Q002,P.S. 002 Alfred Zimberg,568,3,4,4,3,4,4,4,4,4,4,4,4,0.16899999999999998,0.188,0.039,0.619,0.042,0.519,0.19699999999999998,0.026000000000000002,0.368,0.39399999999999996,2.9,0.905,0.9390000000000001,0.192,0.9620000000000001,4.69,3.91,4.32,4.25,4.11,Queens,30Q
30Q010,I.S. 010 Horace Greeley,741,3,4,3,3,3,3,3,3,3,3,3,3,0.163,0.179,0.065,0.792,0.134,0.7090000000000001,0.201,0.067,0.56,0.161,13.3,0.833,0.935,0.205,0.965,3.94,3.79,3.68,2.73,3.87,Queens,30Q
30Q011,P.S. 011 Kathryn Phelan,1027,4,4,3,3,3,4,4,4,4,4,4,4,0.248,0.205,0.069,0.7070000000000001,0.177,0.635,0.377,0.022000000000000002,0.47600000000000003,0.09699999999999999,4.0,0.9229999999999999,0.951,0.114,0.946,4.16,3.65,3.63,4.11,3.74,Queens,30Q
30Q017,P.S. 017 Henry David Thoreau,493,2,2,3,3,2,3,3,3,3,3,2,3,0.27,0.215,0.114,0.7929999999999999,0.085,0.728,0.146,0.11599999999999999,0.525,0.187,5.9,0.522,0.932,0.23,0.976,2.29,3.21,2.73,3.49,3.87,Queens,30Q
30Q069,P.S. 069 Jackson Heights,973,4,3,3,3,3,4,3,4,4,3,3,3,0.228,0.111,0.043,0.662,0.032,0.5820000000000001,0.491,0.005,0.406,0.07200000000000001,15.0,0.938,0.961,0.091,0.958,3.75,3.9,3.66,4.02,4.08,Queens,30Q
30Q070,P.S. 070,787,3,3,4,4,3,4,3,3,3,4,4,3,0.244,0.136,0.042,0.755,0.027999999999999997,0.696,0.161,0.028999999999999998,0.424,0.366,14.9,0.922,0.9470000000000001,0.158,0.941,3.22,3.31,4.31,3.78,2.36,Queens,30Q
30Q076,P.S. 076 William Hallet,410,2,3,2,2,2,4,3,3,3,2,3,2,0.154,0.368,0.154,0.86,0.11,0.7709999999999999,0.078,0.322,0.498,0.078,2.9,0.8390000000000001,0.924,0.29,0.9540000000000001,3.06,2.88,2.13,3.72,3.59,Queens,30Q
30Q078,P.S./I.S. 78Q,672,3,3,3,4,4,4,3,4,4,4,4,4,0.048,0.132,0.012,0.255,0.031,0.222,0.222,0.037000000000000005,0.292,0.391,12.0,0.585,0.9440000000000001,0.163,0.965,3.54,3.0,4.41,4.06,3.08,Queens,30Q
30Q084,P.S. 084 Steinway,223,3,3,3,4,4,3,3,3,4,3,3,3,0.10300000000000001,0.19699999999999998,0.009000000000000001,0.657,0.099,0.578,0.09,0.076,0.413,0.413,14.2,0.92,0.94,0.20800000000000002,0.9620000000000001,3.68,3.81,4.52,3.9,3.86,Queens,30Q
30Q085,P.S. 085 Judge Charles Vallone,591,3,3,3,3,3,4,3,3,4,4,4,3,0.13699999999999998,0.146,0.027000000000000003,0.489,0.052000000000000005,0.39899999999999997,0.18100000000000002,0.032,0.299,0.44,15.0,0.8420000000000001,0.94,0.165,0.9620000000000001,3.35,3.72,3.37,3.83,2.95,Queens,30Q
30Q092,P.S. 092 Harry T. Stewart Sr.,842,3,3,3,2,3,3,3,3,3,2,3,2,0.304,0.221,0.08,0.856,0.055999999999999994,0.812,0.013000000000000001,0.011000000000000001,0.971,0.0,10.8,0.883,0.958,0.09699999999999999,0.9540000000000001,3.51,2.87,3.12,2.82,3.92,Queens,30Q
30Q111,P.S. 111 Jacob Blackwell,292,3,2,3,3,3,3,3,4,4,3,4,3,0.154,0.32899999999999996,0.127,0.968,0.366,0.945,0.045,0.493,0.414,0.034,3.8,0.5429999999999999,0.9009999999999999,0.41100000000000003,0.9670000000000001,3.78,3.64,3.71,3.77,2.36,Queens,30Q
30Q112,P.S. 112 Dutch Kills,431,3,2,3,3,3,4,4,4,4,4,4,4,0.188,0.155,0.037000000000000005,0.878,0.132,0.81,0.28300000000000003,0.213,0.415,0.077,0.3,0.919,0.914,0.341,0.9590000000000001,4.4,3.77,3.63,3.59,4.07,Queens,30Q
30Q122,P.S. 122 Mamie Fay,1325,3,4,4,4,3,4,4,4,4,4,4,4,0.08199999999999999,0.09699999999999999,0.013999999999999999,0.495,0.02,0.405,0.26899999999999996,0.048,0.20199999999999999,0.426,0.9,0.92,0.9540000000000001,0.10300000000000001,0.955,4.2,3.13,4.22,3.55,3.83,Queens,30Q
30Q126,Albert Shanker School for Visual and Performing Ar,658,3,3,4,4,3,3,3,4,4,4,4,4,0.084,0.19899999999999998,0.078,0.799,0.064,0.7290000000000001,0.284,0.16699999999999998,0.456,0.08800000000000001,9.9,0.68,0.9329999999999999,0.222,0.9620000000000001,3.34,3.5,4.21,2.83,3.48,Queens,30Q
30Q127,P.S. 127 Aerospace Science Magnet School,1263,3,3,3,3,3,3,3,3,3,3,3,3,0.29600000000000004,0.172,0.064,0.789,0.084,0.7240000000000001,0.128,0.10800000000000001,0.743,0.016,9.9,0.9009999999999999,0.934,0.218,0.961,3.43,2.96,3.32,2.65,3.2,Queens,30Q
30Q141,I.S. 141 The Steinway,1107,3,3,4,3,3,4,4,4,4,4,4,4,0.061,0.131,0.035,0.617,0.051,0.534,0.23600000000000002,0.032,0.34,0.37,11.4,0.843,0.9540000000000001,0.12,0.9540000000000001,4.35,3.66,4.0,3.72,3.63,Queens,30Q
30Q145,I.S. 145 Joseph Pulitzer,1699,4,3,4,3,3,4,3,4,4,4,4,4,0.217,0.152,0.046,0.831,0.098,0.7559999999999999,0.084,0.019,0.879,0.013999999999999999,1.8,0.893,0.9520000000000001,0.113,0.963,3.29,2.93,3.85,2.7,3.1,Queens,30Q
30Q148,P.S. 148 Queens,844,3,2,3,3,2,3,3,3,3,3,3,3,0.348,0.172,0.073,0.8270000000000001,0.14800000000000002,0.745,0.149,0.004,0.816,0.027999999999999997,0.8,0.696,0.9470000000000001,0.145,0.9690000000000001,3.54,3.65,3.13,2.99,4.36,Queens,30Q
30Q149,P.S. 149 Christa Mcauliffe,1054,3,2,4,3,3,4,4,4,4,4,4,4,0.366,0.168,0.044000000000000004,0.7929999999999999,0.187,0.7090000000000001,0.09,0.013000000000000001,0.858,0.032,1.8,0.889,0.9490000000000001,0.129,0.968,4.03,2.98,3.62,3.89,3.97,Queens,30Q
30Q150,P.S. 150 Queens,1035,3,3,3,3,3,3,3,4,4,4,4,3,0.17800000000000002,0.129,0.042,0.632,0.068,0.523,0.259,0.01,0.46,0.23,13.0,0.693,0.948,0.126,0.9620000000000001,3.76,3.63,3.45,3.8,3.07,Queens,30Q
30Q151,P.S. 151 Mary D. Carter,349,4,3,3,3,3,4,3,4,3,3,4,3,0.12,0.298,0.086,0.856,0.152,0.785,0.158,0.24600000000000002,0.524,0.057,5.0,0.833,0.937,0.217,0.966,4.17,3.87,3.78,3.89,4.42,Queens,30Q
30Q152,P.S. 152 Gwendoline N. Alleyne School,1050,4,4,4,3,3,4,4,4,4,4,4,4,0.33399999999999996,0.11699999999999999,0.046,0.8109999999999999,0.252,0.706,0.54,0.004,0.40299999999999997,0.037000000000000005,13.2,0.9620000000000001,0.963,0.077,0.9540000000000001,4.31,3.34,4.07,3.67,3.94,Queens,30Q
30Q166,P.S. 166 Henry Gradstein,1039,3,3,3,3,4,4,4,4,4,4,4,4,0.162,0.11,0.027999999999999997,0.631,0.034,0.534,0.264,0.035,0.44799999999999995,0.21899999999999997,6.4,0.985,0.95,0.129,0.958,4.34,3.71,4.0,4.01,3.73,Queens,30Q
30Q171,P.S. 171 Peter G. Van Alst,452,2,2,3,3,4,4,3,2,3,3,3,3,0.21899999999999997,0.235,0.069,0.8809999999999999,0.124,0.823,0.175,0.28800000000000003,0.456,0.062,1.8,0.8,0.907,0.365,0.968,2.53,2.97,3.28,3.5,3.51,Queens,30Q
30Q204,I.S. 204 Oliver W. Holmes,484,2,3,4,3,3,3,3,3,3,3,4,3,0.17600000000000002,0.271,0.12,0.8809999999999999,0.091,0.8220000000000001,0.159,0.16699999999999998,0.603,0.064,2.9,0.542,0.9259999999999999,0.255,0.988,3.17,2.81,3.52,2.26,2.46,Queens,30Q
30Q212,P.S. 212,746,3,3,4,3,3,4,4,4,4,4,4,4,0.16,0.16899999999999998,0.055999999999999994,0.667,0.031,0.563,0.261,0.004,0.609,0.105,10.8,0.907,0.945,0.139,0.961,4.46,3.74,4.02,3.97,4.11,Queens,30Q
30Q227,I.S. 227 Louis Armstrong,1586,4,4,4,4,3,4,4,4,4,4,4,4,0.04,0.14400000000000002,0.051,0.625,0.038,0.5329999999999999,0.138,0.084,0.501,0.265,3.4,0.91,0.96,0.078,0.96,4.38,3.85,4.4,3.43,3.62,Queens,30Q
30Q230,I.S. 230,1296,3,3,4,3,4,4,4,4,4,4,4,4,0.15,0.131,0.039,0.7290000000000001,0.059000000000000004,0.662,0.337,0.005,0.598,0.047,4.0,0.733,0.953,0.11,0.961,4.41,3.73,4.24,2.7,3.61,Queens,30Q
30Q234,P.S. 234,486,4,4,3,3,3,4,4,4,4,4,4,4,0.183,0.187,0.076,0.764,0.049,0.695,0.23,0.07,0.38299999999999995,0.298,3.8,0.865,0.9490000000000001,0.127,0.953,3.87,3.42,3.66,3.97,3.24,Queens,30Q
30Q235,Academy for New Americans,101,4,3,3,4,3,4,3,4,4,4,4,4,1.0,0.01,0.0,0.823,0.465,0.564,0.198,0.02,0.653,0.129,5.8,0.833,0.9590000000000001,0.11199999999999999,0.972,4.17,4.8,4.2,3.89,4.72,Queens,30Q
30Q280,P.S. 280,688,3,3,3,3,3,4,3,4,4,4,4,4,0.358,0.131,0.044000000000000004,0.848,0.063,0.807,0.071,0.013000000000000001,0.898,0.006999999999999999,5.0,0.7659999999999999,0.953,0.121,0.985,3.38,3.46,3.4,3.44,3.87,Queens,30Q
30Q286,"Young Women's Leadership School, Astoria",246,4,3,4,3,4,4,4,3,4,3,4,3,0.040999999999999995,0.134,0.0,0.7040000000000001,0.037000000000000005,0.618,0.341,0.077,0.402,0.175,2.9,0.765,0.96,0.076,0.973,4.14,3.37,4.44,3.62,3.38,Queens,30Q
30Q291,Hunters Point Community Middle School,421,4,4,4,3,3,4,3,4,4,4,4,4,0.04,0.242,0.013999999999999999,0.5670000000000001,0.078,0.442,0.14,0.1,0.48700000000000004,0.24,5.0,0.647,0.961,0.08199999999999999,0.9670000000000001,3.65,3.91,3.95,4.34,3.82,Queens,30Q
30Q300,The 30th Avenue School (G&T Citywide),457,3,4,3,2,2,3,2,4,3,3,3,2,0.022000000000000002,0.05,0.002,0.295,0.015,0.184,0.435,0.059000000000000004,0.09,0.311,2.0,0.52,0.963,0.057,0.973,2.41,2.25,2.76,3.61,2.08,Queens,30Q
30Q329,East Elmhurst Community School,380,4,4,3,3,3,4,4,4,4,4,4,4,0.474,0.184,0.034,0.805,0.174,0.716,0.034,0.068,0.866,0.024,5.0,0.419,0.935,0.192,0.963,4.77,4.82,3.71,4.48,4.44,Queens,30Q
30Q580,Baccalaureate School for Global Education,182,3,4,3,3,3,2,3,3,3,2,2,2,0.0,0.005,0.0,0.33,0.011000000000000001,0.231,0.505,0.011000000000000001,0.126,0.28600000000000003,11.4,0.9,0.981,0.005,0.963,3.27,2.98,3.74,3.01,3.48,Queens,30Q
31R001,P.S. 001 Tottenville,430,3,3,4,4,4,3,4,4,4,4,4,4,0.07200000000000001,0.3,0.03,0.37799999999999995,0.033,0.307,0.037000000000000005,0.013999999999999999,0.198,0.7490000000000001,5.7,0.7909999999999999,0.932,0.187,0.97,4.14,2.75,4.38,4.09,3.27,Staten Island,31R
31R002,I.S. R002 George L. Egbert,979,2,3,3,2,2,3,3,3,3,3,2,2,0.079,0.242,0.068,0.601,0.078,0.525,0.122,0.076,0.292,0.49,10.9,0.855,0.925,0.261,0.96,3.02,2.91,2.51,2.68,3.12,Staten Island,31R
31R003,P.S. 003 The Margaret Gioiosa School,756,3,3,3,3,4,3,3,3,3,3,3,3,0.02,0.222,0.032,0.23600000000000002,0.022000000000000002,0.185,0.07,0.001,0.126,0.7859999999999999,3.2,0.966,0.943,0.15,0.973,3.85,3.81,3.92,4.1,4.41,Staten Island,31R
31R004,P.S. 004 Maurice Wollin,684,3,4,2,2,2,3,3,3,3,3,3,2,0.063,0.345,0.066,0.373,0.039,0.304,0.095,0.018000000000000002,0.193,0.674,4.0,0.904,0.9440000000000001,0.136,0.951,3.48,2.8,2.34,3.94,3.53,Staten Island,31R
31R005,P.S. 005 Huguenot,302,4,4,4,3,4,4,4,4,4,4,4,4,0.01,0.235,0.0,0.23199999999999998,0.06,0.142,0.017,0.003,0.086,0.887,7.8,0.87,0.9520000000000001,0.098,0.973,4.87,4.54,4.62,4.46,4.36,Staten Island,31R
31R006,P.S. 6 Corporal Allan F. Kivlehan School,504,3,3,4,3,4,4,4,4,4,4,4,4,0.034,0.337,0.11699999999999999,0.332,0.026000000000000002,0.266,0.013999999999999999,0.004,0.165,0.7959999999999999,3.0,0.904,0.937,0.18600000000000003,0.955,4.8,4.31,4.49,4.31,3.83,Staten Island,31R
31R007,I.S. 007 Elias Bernstein,1163,3,3,4,4,4,4,4,4,4,4,4,4,0.009000000000000001,0.17300000000000001,0.027999999999999997,0.27699999999999997,0.015,0.20600000000000002,0.054000000000000006,0.006,0.095,0.828,15.0,0.865,0.934,0.201,0.968,4.53,3.82,4.78,3.97,3.89,Staten Island,31R
31R008,P.S. 8 Shirlee Solomon,584,3,3,3,3,3,4,3,4,3,3,3,3,0.028999999999999998,0.212,0.051,0.311,0.015,0.257,0.092,0.013999999999999999,0.151,0.735,17.3,0.778,0.94,0.159,0.9640000000000001,4.23,3.85,3.87,4.32,4.15,Staten Island,31R
31R009,Naples Street Elementary School,262,4,4,4,3,4,4,4,4,4,4,4,4,0.008,0.28600000000000003,0.076,0.419,0.027000000000000003,0.302,0.05,0.179,0.271,0.48100000000000004,5.0,0.792,0.955,0.08,0.97,4.95,4.84,4.47,4.55,4.41,Staten Island,31R
31R011,P.S. 11 Thomas Dongan School,281,3,3,4,3,4,4,4,4,3,3,3,3,0.153,0.253,0.085,0.6890000000000001,0.08199999999999999,0.648,0.11,0.196,0.36700000000000005,0.306,12.7,0.778,0.9309999999999999,0.222,0.9790000000000001,3.78,3.64,3.71,3.77,3.57,Staten Island,31R
31R013,P.S. 013 M. L. Lindemeyer,863,3,3,4,3,4,4,4,4,4,4,4,4,0.188,0.242,0.079,0.685,0.085,0.613,0.198,0.149,0.433,0.195,8.8,0.823,0.934,0.24,0.9570000000000001,4.59,4.1,4.4,4.19,4.27,Staten Island,31R
31R016,P.S. 016 John J. Driscoll,471,2,2,3,3,3,3,4,3,3,3,3,3,0.289,0.331,0.21899999999999997,0.9179999999999999,0.244,0.851,0.053,0.289,0.5710000000000001,0.07400000000000001,3.2,0.8640000000000001,0.897,0.413,0.963,4.11,3.49,3.35,3.28,3.77,Staten Island,31R
31R018,P.S. 018 John G. Whittier,537,1,3,3,3,3,3,3,3,3,3,3,3,0.067,0.41,0.182,0.937,0.251,0.89,0.047,0.441,0.449,0.035,7.8,0.9259999999999999,0.9009999999999999,0.423,0.9440000000000001,2.89,3.1,2.98,3.28,2.65,Staten Island,31R
31R019,P.S. 019 The Curtis School,555,2,2,3,2,3,3,3,3,3,3,3,3,0.207,0.28800000000000003,0.124,0.82,0.09,0.762,0.054000000000000006,0.11900000000000001,0.715,0.076,2.0,0.857,0.919,0.29100000000000004,0.961,3.78,3.64,3.71,3.77,4.01,Staten Island,31R
31R020,P.S. 020 Port Richmond,464,3,3,3,2,3,3,3,3,3,3,3,2,0.386,0.379,0.18100000000000002,0.9259999999999999,0.147,0.877,0.004,0.17,0.763,0.039,12.6,0.9109999999999999,0.932,0.218,0.966,3.72,3.42,3.0,3.08,4.38,Staten Island,31R
31R021,P.S. 21 Margaret Emery-Elm Park,367,3,3,3,3,3,3,3,3,4,3,3,3,0.163,0.368,0.09,0.85,0.147,0.7709999999999999,0.011000000000000001,0.27,0.599,0.106,3.0,0.8240000000000001,0.894,0.38,0.9590000000000001,3.77,4.06,3.61,4.04,4.39,Staten Island,31R
31R022,P.S. 022 Graniteville,965,2,3,4,3,3,4,4,4,4,3,4,3,0.177,0.272,0.12,0.787,0.14,0.713,0.075,0.239,0.555,0.09699999999999999,11.0,0.914,0.914,0.336,0.9490000000000001,4.33,3.51,3.69,3.42,3.65,Staten Island,31R
31R023,P.S. 023 Richmondtown,529,4,3,3,3,3,4,4,4,4,4,4,4,0.051,0.27,0.059000000000000004,0.318,0.07400000000000001,0.22899999999999998,0.062,0.013000000000000001,0.16399999999999998,0.737,4.8,0.8909999999999999,0.946,0.129,0.968,4.95,4.61,3.77,4.62,4.61,Staten Island,31R
31R024,I.S. 024 Myra S. Barnes,1267,3,2,3,3,3,3,2,4,3,3,3,2,0.026000000000000002,0.237,0.066,0.336,0.043,0.252,0.051,0.012,0.149,0.778,8.8,0.889,0.9359999999999999,0.192,0.963,3.04,3.05,3.37,3.48,3.44,Staten Island,31R
31R026,P.S. 026 The Carteret School,246,3,3,3,3,3,4,4,3,4,3,4,3,0.138,0.23199999999999998,0.016,0.452,0.016,0.382,0.114,0.033,0.32899999999999996,0.5,7.2,0.696,0.941,0.157,0.968,4.59,4.13,3.69,4.4,4.1,Staten Island,31R
31R027,I.S. 027 Anning S. Prall,1005,3,3,2,2,3,3,3,4,3,3,3,2,0.067,0.242,0.073,0.657,0.078,0.583,0.09,0.22,0.406,0.27,3.0,0.971,0.914,0.29,0.965,3.91,3.41,2.94,3.22,4.1,Staten Island,31R
31R028,The Eagle Academy for Young Men of Staten Island,213,3,3,3,2,3,3,3,4,3,3,4,3,0.055999999999999994,0.32899999999999996,0.113,0.762,0.122,0.648,0.038,0.474,0.366,0.094,4.0,0.583,0.9229999999999999,0.264,0.975,4.02,3.74,3.14,3.87,3.95,Staten Island,31R
31R029,P.S. 029 Bardwell,628,3,2,4,3,3,4,3,4,4,4,4,4,0.07,0.209,0.059000000000000004,0.452,0.04,0.392,0.182,0.081,0.215,0.49,15.9,0.905,0.941,0.17300000000000001,0.958,4.02,4.27,4.1,4.85,4.39,Staten Island,31R
31R030,P.S. 030 Westerleigh,804,3,3,3,3,3,4,3,4,4,4,4,4,0.076,0.23399999999999999,0.053,0.312,0.044000000000000004,0.245,0.083,0.025,0.245,0.608,5.4,0.877,0.94,0.155,0.961,3.97,4.19,3.72,4.15,3.99,Staten Island,31R
31R031,P.S. 031 William T. Davis,362,2,2,2,2,2,2,2,2,3,2,3,2,0.066,0.37,0.22399999999999998,0.9390000000000001,0.273,0.9059999999999999,0.003,0.45299999999999996,0.445,0.055,1.0,0.872,0.883,0.496,0.9570000000000001,3.48,2.96,2.17,2.99,4.43,Staten Island,31R
31R032,P.S. 032 The Gifford School,620,3,3,4,3,3,4,3,4,4,4,4,4,0.034,0.284,0.066,0.31,0.01,0.245,0.057999999999999996,0.008,0.158,0.753,13.8,0.872,0.9390000000000001,0.168,0.956,3.6,3.36,3.98,4.17,3.36,Staten Island,31R
31R034,I.S. 034 Tottenville,1091,3,3,4,4,4,4,4,4,4,4,4,4,0.021,0.266,0.038,0.271,0.022000000000000002,0.196,0.040999999999999995,0.008,0.11199999999999999,0.835,6.9,0.875,0.9259999999999999,0.24,0.9670000000000001,4.2,3.59,4.66,3.67,3.61,Staten Island,31R
31R035,P.S. 35 The Clove Valley School,395,4,4,4,3,4,4,4,4,4,4,4,4,0.033,0.23,0.0,0.369,0.035,0.284,0.122,0.10099999999999999,0.195,0.532,11.0,0.96,0.95,0.114,0.968,4.93,4.57,4.6,4.48,4.57,Staten Island,31R
31R036,P.S. 036 J. C. Drumgoole,782,3,2,3,3,3,4,3,3,4,3,3,3,0.04,0.23399999999999999,0.043,0.26899999999999996,0.017,0.215,0.055,0.003,0.146,0.7829999999999999,12.4,0.866,0.945,0.122,0.96,3.16,3.27,3.74,3.77,1.89,Staten Island,31R
31R038,P.S. 038 George Cromwell,340,3,2,3,3,3,4,3,3,3,3,3,3,0.215,0.218,0.085,0.602,0.028999999999999998,0.526,0.14400000000000002,0.035,0.303,0.49700000000000005,3.0,0.758,0.9359999999999999,0.24,0.951,3.78,3.64,3.71,3.77,3.83,Staten Island,31R
31R039,P.S. 39 Francis J. Murphy Jr.,548,3,3,3,2,2,4,3,4,4,3,3,3,0.124,0.248,0.073,0.648,0.069,0.578,0.17,0.08800000000000001,0.307,0.423,7.8,0.865,0.929,0.254,0.972,3.72,3.87,2.82,4.02,3.62,Staten Island,31R
